date,realGDP_(qrt),consumerPriceIndex_(mo),consumerSentiment_(mo),retailSales_(mo),fedFundRate_(d)
2018-09-19,4689.905,252.439,100.1,417510,1.92
2018-09-20,4689.905,252.439,100.1,417510,1.92
2018-09-21,4689.905,252.439,100.1,417510,1.92
2018-09-24,4689.905,252.439,100.1,417510,1.93
2018-09-25,4689.905,252.439,100.1,417510,1.93
2018-09-26,4689.905,252.439,100.1,417510,1.93
2018-09-27,4689.905,252.439,100.1,417510,2.18
2018-09-28,4689.905,252.439,100.1,417510,2.18
2018-10-01,4772.161,252.885,98.6,442256,2.18
2018-10-02,4772.161,252.885,98.6,442256,2.18
2018-10-03,4772.161,252.885,98.6,442256,2.18
2018-10-04,4772.161,252.885,98.6,442256,2.18
2018-10-05,4772.161,252.885,98.6,442256,2.18
2018-10-08,4772.161,252.885,98.6,442256,2.18
2018-10-09,4772.161,252.885,98.6,442256,2.18
2018-10-10,4772.161,252.885,98.6,442256,2.18
2018-10-11,4772.161,252.885,98.6,442256,2.18
2018-10-12,4772.161,252.885,98.6,442256,2.18
2018-10-15,4772.161,252.885,98.6,442256,2.18
2018-10-16,4772.161,252.885,98.6,442256,2.18
2018-10-17,4772.161,252.885,98.6,442256,2.19
2018-10-18,4772.161,252.885,98.6,442256,2.19
2018-10-19,4772.161,252.885,98.6,442256,2.19
2018-10-22,4772.161,252.885,98.6,442256,2.19
2018-10-23,4772.161,252.885,98.6,442256,2.20
2018-10-24,4772.161,252.885,98.6,442256,2.20
2018-10-25,4772.161,252.885,98.6,442256,2.20
2018-10-26,4772.161,252.885,98.6,442256,2.20
2018-10-29,4772.161,252.885,98.6,442256,2.20
2018-10-30,4772.161,252.885,98.6,442256,2.20
2018-10-31,4772.161,252.885,98.6,442256,2.20
2018-11-01,4772.161,252.038,97.5,460034,2.20
2018-11-02,4772.161,252.038,97.5,460034,2.19
2018-11-05,4772.161,252.038,97.5,460034,2.20
2018-11-06,4772.161,252.038,97.5,460034,2.20
2018-11-07,4772.161,252.038,97.5,460034,2.20
2018-11-08,4772.161,252.038,97.5,460034,2.20
2018-11-09,4772.161,252.038,97.5,460034,2.19
2018-11-12,4772.161,252.038,97.5,460034,2.19
2018-11-13,4772.161,252.038,97.5,460034,2.20
2018-11-14,4772.161,252.038,97.5,460034,2.20
2018-11-15,4772.161,252.038,97.5,460034,2.20
2018-11-16,4772.161,252.038,97.5,460034,2.20
2018-11-19,4772.161,252.038,97.5,460034,2.20
2018-11-20,4772.161,252.038,97.5,460034,2.20
2018-11-21,4772.161,252.038,97.5,460034,2.20
2018-11-22,4772.161,252.038,97.5,460034,2.20
2018-11-23,4772.161,252.038,97.5,460034,2.20
2018-11-26,4772.161,252.038,97.5,460034,2.20
2018-11-27,4772.161,252.038,97.5,460034,2.20
2018-11-28,4772.161,252.038,97.5,460034,2.20
2018-11-29,4772.161,252.038,97.5,460034,2.20
2018-11-30,4772.161,252.038,97.5,460034,2.20
2018-12-03,4772.161,251.233,98.3,493873,2.19
2018-12-04,4772.161,251.233,98.3,493873,2.20
2018-12-05,4772.161,251.233,98.3,493873,2.20
2018-12-06,4772.161,251.233,98.3,493873,2.20
2018-12-07,4772.161,251.233,98.3,493873,2.19
2018-12-10,4772.161,251.233,98.3,493873,2.20
2018-12-11,4772.161,251.233,98.3,493873,2.19
2018-12-12,4772.161,251.233,98.3,493873,2.19
2018-12-13,4772.161,251.233,98.3,493873,2.19
2018-12-14,4772.161,251.233,98.3,493873,2.19
2018-12-17,4772.161,251.233,98.3,493873,2.20
2018-12-18,4772.161,251.233,98.3,493873,2.20
2018-12-19,4772.161,251.233,98.3,493873,2.20
2018-12-20,4772.161,251.233,98.3,493873,2.40
2018-12-21,4772.161,251.233,98.3,493873,2.40
2018-12-24,4772.161,251.233,98.3,493873,2.40
2018-12-25,4772.161,251.233,98.3,493873,2.40
2018-12-26,4772.161,251.233,98.3,493873,2.40
2018-12-27,4772.161,251.233,98.3,493873,2.40
2018-12-28,4772.161,251.233,98.3,493873,2.40
2018-12-31,4772.161,251.233,98.3,493873,2.40
2019-01-01,4584.814,251.712,91.2,399359,2.40
2019-01-02,4584.814,251.712,91.2,399359,2.40
2019-01-03,4584.814,251.712,91.2,399359,2.40
2019-01-04,4584.814,251.712,91.2,399359,2.40
2019-01-07,4584.814,251.712,91.2,399359,2.40
2019-01-08,4584.814,251.712,91.2,399359,2.40
2019-01-09,4584.814,251.712,91.2,399359,2.40
2019-01-10,4584.814,251.712,91.2,399359,2.40
2019-01-11,4584.814,251.712,91.2,399359,2.40
2019-01-14,4584.814,251.712,91.2,399359,2.40
2019-01-15,4584.814,251.712,91.2,399359,2.40
2019-01-16,4584.814,251.712,91.2,399359,2.40
2019-01-17,4584.814,251.712,91.2,399359,2.40
2019-01-18,4584.814,251.712,91.2,399359,2.40
2019-01-21,4584.814,251.712,91.2,399359,2.40
2019-01-22,4584.814,251.712,91.2,399359,2.40
2019-01-23,4584.814,251.712,91.2,399359,2.40
2019-01-24,4584.814,251.712,91.2,399359,2.40
2019-01-25,4584.814,251.712,91.2,399359,2.40
2019-01-28,4584.814,251.712,91.2,399359,2.40
2019-01-29,4584.814,251.712,91.2,399359,2.40
2019-01-30,4584.814,251.712,91.2,399359,2.40
2019-01-31,4584.814,251.712,91.2,399359,2.40
2019-02-01,4584.814,252.776,93.8,384977,2.40
2019-02-04,4584.814,252.776,93.8,384977,2.40
2019-02-05,4584.814,252.776,93.8,384977,2.40
2019-02-06,4584.814,252.776,93.8,384977,2.40
2019-02-07,4584.814,252.776,93.8,384977,2.40
2019-02-08,4584.814,252.776,93.8,384977,2.40
2019-02-11,4584.814,252.776,93.8,384977,2.40
2019-02-12,4584.814,252.776,93.8,384977,2.40
2019-02-13,4584.814,252.776,93.8,384977,2.40
2019-02-14,4584.814,252.776,93.8,384977,2.40
2019-02-15,4584.814,252.776,93.8,384977,2.40
2019-02-18,4584.814,252.776,93.8,384977,2.40
2019-02-19,4584.814,252.776,93.8,384977,2.40
2019-02-20,4584.814,252.776,93.8,384977,2.40
2019-02-21,4584.814,252.776,93.8,384977,2.40
2019-02-22,4584.814,252.776,93.8,384977,2.40
2019-02-25,4584.814,252.776,93.8,384977,2.40
2019-02-26,4584.814,252.776,93.8,384977,2.40
2019-02-27,4584.814,252.776,93.8,384977,2.40
2019-02-28,4584.814,252.776,93.8,384977,2.40
2019-03-01,4584.814,254.202,98.4,447160,2.40
2019-03-04,4584.814,254.202,98.4,447160,2.40
2019-03-05,4584.814,254.202,98.4,447160,2.40
2019-03-06,4584.814,254.202,98.4,447160,2.40
2019-03-07,4584.814,254.202,98.4,447160,2.40
2019-03-08,4584.814,254.202,98.4,447160,2.40
2019-03-11,4584.814,254.202,98.4,447160,2.40
2019-03-12,4584.814,254.202,98.4,447160,2.40
2019-03-13,4584.814,254.202,98.4,447160,2.40
2019-03-14,4584.814,254.202,98.4,447160,2.40
2019-03-15,4584.814,254.202,98.4,447160,2.40
2019-03-18,4584.814,254.202,98.4,447160,2.40
2019-03-19,4584.814,254.202,98.4,447160,2.40
2019-03-20,4584.814,254.202,98.4,447160,2.41
2019-03-21,4584.814,254.202,98.4,447160,2.41
2019-03-22,4584.814,254.202,98.4,447160,2.41
2019-03-25,4584.814,254.202,98.4,447160,2.40
2019-03-26,4584.814,254.202,98.4,447160,2.40
2019-03-27,4584.814,254.202,98.4,447160,2.41
2019-03-28,4584.814,254.202,98.4,447160,2.41
2019-03-29,4584.814,254.202,98.4,447160,2.43
2019-04-01,4753.025,255.548,97.2,442704,2.41
2019-04-02,4753.025,255.548,97.2,442704,2.41
2019-04-03,4753.025,255.548,97.2,442704,2.41
2019-04-04,4753.025,255.548,97.2,442704,2.41
2019-04-05,4753.025,255.548,97.2,442704,2.41
2019-04-08,4753.025,255.548,97.2,442704,2.41
2019-04-09,4753.025,255.548,97.2,442704,2.41
2019-04-10,4753.025,255.548,97.2,442704,2.41
2019-04-11,4753.025,255.548,97.2,442704,2.41
2019-04-12,4753.025,255.548,97.2,442704,2.41
2019-04-15,4753.025,255.548,97.2,442704,2.41
2019-04-16,4753.025,255.548,97.2,442704,2.41
2019-04-17,4753.025,255.548,97.2,442704,2.42
2019-04-18,4753.025,255.548,97.2,442704,2.43
2019-04-19,4753.025,255.548,97.2,442704,2.44
2019-04-22,4753.025,255.548,97.2,442704,2.44
2019-04-23,4753.025,255.548,97.2,442704,2.44
2019-04-24,4753.025,255.548,97.2,442704,2.44
2019-04-25,4753.025,255.548,97.2,442704,2.44
2019-04-26,4753.025,255.548,97.2,442704,2.44
2019-04-29,4753.025,255.548,97.2,442704,2.45
2019-04-30,4753.025,255.548,97.2,442704,2.45
2019-05-01,4753.025,256.092,100,475656,2.45
2019-05-02,4753.025,256.092,100,475656,2.41
2019-05-03,4753.025,256.092,100,475656,2.40
2019-05-06,4753.025,256.092,100,475656,2.40
2019-05-07,4753.025,256.092,100,475656,2.40
2019-05-08,4753.025,256.092,100,475656,2.39
2019-05-09,4753.025,256.092,100,475656,2.38
2019-05-10,4753.025,256.092,100,475656,2.38
2019-05-13,4753.025,256.092,100,475656,2.38
2019-05-14,4753.025,256.092,100,475656,2.38
2019-05-15,4753.025,256.092,100,475656,2.40
2019-05-16,4753.025,256.092,100,475656,2.39
2019-05-17,4753.025,256.092,100,475656,2.39
2019-05-20,4753.025,256.092,100,475656,2.39
2019-05-21,4753.025,256.092,100,475656,2.39
2019-05-22,4753.025,256.092,100,475656,2.38
2019-05-23,4753.025,256.092,100,475656,2.38
2019-05-24,4753.025,256.092,100,475656,2.38
2019-05-27,4753.025,256.092,100,475656,2.38
2019-05-28,4753.025,256.092,100,475656,2.39
2019-05-29,4753.025,256.092,100,475656,2.39
2019-05-30,4753.025,256.092,100,475656,2.39
2019-05-31,4753.025,256.092,100,475656,2.40
2019-06-03,4753.025,256.143,98.2,448224,2.38
2019-06-04,4753.025,256.143,98.2,448224,2.38
2019-06-05,4753.025,256.143,98.2,448224,2.38
2019-06-06,4753.025,256.143,98.2,448224,2.37
2019-06-07,4753.025,256.143,98.2,448224,2.37
2019-06-10,4753.025,256.143,98.2,448224,2.37
2019-06-11,4753.025,256.143,98.2,448224,2.37
2019-06-12,4753.025,256.143,98.2,448224,2.37
2019-06-13,4753.025,256.143,98.2,448224,2.37
2019-06-14,4753.025,256.143,98.2,448224,2.36
2019-06-17,4753.025,256.143,98.2,448224,2.38
2019-06-18,4753.025,256.143,98.2,448224,2.37
2019-06-19,4753.025,256.143,98.2,448224,2.37
2019-06-20,4753.025,256.143,98.2,448224,2.37
2019-06-21,4753.025,256.143,98.2,448224,2.38
2019-06-24,4753.025,256.143,98.2,448224,2.38
2019-06-25,4753.025,256.143,98.2,448224,2.38
2019-06-26,4753.025,256.143,98.2,448224,2.38
2019-06-27,4753.025,256.143,98.2,448224,2.38
2019-06-28,4753.025,256.143,98.2,448224,2.40
2019-07-01,4796.221,256.571,98.4,461642,2.39
2019-07-02,4796.221,256.571,98.4,461642,2.40
2019-07-03,4796.221,256.571,98.4,461642,2.41
2019-07-04,4796.221,256.571,98.4,461642,2.41
2019-07-05,4796.221,256.571,98.4,461642,2.42
2019-07-08,4796.221,256.571,98.4,461642,2.41
2019-07-09,4796.221,256.571,98.4,461642,2.41
2019-07-10,4796.221,256.571,98.4,461642,2.41
2019-07-11,4796.221,256.571,98.4,461642,2.40
2019-07-12,4796.221,256.571,98.4,461642,2.38
2019-07-15,4796.221,256.571,98.4,461642,2.40
2019-07-16,4796.221,256.571,98.4,461642,2.41
2019-07-17,4796.221,256.571,98.4,461642,2.41
2019-07-18,4796.221,256.571,98.4,461642,2.41
2019-07-19,4796.221,256.571,98.4,461642,2.41
2019-07-22,4796.221,256.571,98.4,461642,2.40
2019-07-23,4796.221,256.571,98.4,461642,2.40
2019-07-24,4796.221,256.571,98.4,461642,2.40
2019-07-25,4796.221,256.571,98.4,461642,2.40
2019-07-26,4796.221,256.571,98.4,461642,2.40
2019-07-29,4796.221,256.571,98.4,461642,2.40
2019-07-30,4796.221,256.571,98.4,461642,2.39
2019-07-31,4796.221,256.571,98.4,461642,2.40
2019-08-01,4796.221,256.558,89.8,472891,2.14
2019-08-02,4796.221,256.558,89.8,472891,2.14
2019-08-05,4796.221,256.558,89.8,472891,2.13
2019-08-06,4796.221,256.558,89.8,472891,2.13
2019-08-07,4796.221,256.558,89.8,472891,2.12
2019-08-08,4796.221,256.558,89.8,472891,2.12
2019-08-09,4796.221,256.558,89.8,472891,2.12
2019-08-12,4796.221,256.558,89.8,472891,2.12
2019-08-13,4796.221,256.558,89.8,472891,2.12
2019-08-14,4796.221,256.558,89.8,472891,2.12
2019-08-15,4796.221,256.558,89.8,472891,2.13
2019-08-16,4796.221,256.558,89.8,472891,2.13
2019-08-19,4796.221,256.558,89.8,472891,2.13
2019-08-20,4796.221,256.558,89.8,472891,2.13
2019-08-21,4796.221,256.558,89.8,472891,2.12
2019-08-22,4796.221,256.558,89.8,472891,2.12
2019-08-23,4796.221,256.558,89.8,472891,2.12
2019-08-26,4796.221,256.558,89.8,472891,2.12
2019-08-27,4796.221,256.558,89.8,472891,2.12
2019-08-28,4796.221,256.558,89.8,472891,2.12
2019-08-29,4796.221,256.558,89.8,472891,2.12
2019-08-30,4796.221,256.558,89.8,472891,2.13
2019-09-02,4796.221,256.759,93.2,428334,2.13
2019-09-03,4796.221,256.759,93.2,428334,2.13
2019-09-04,4796.221,256.759,93.2,428334,2.13
2019-09-05,4796.221,256.759,93.2,428334,2.13
2019-09-06,4796.221,256.759,93.2,428334,2.12
2019-09-09,4796.221,256.759,93.2,428334,2.13
2019-09-10,4796.221,256.759,93.2,428334,2.13
2019-09-11,4796.221,256.759,93.2,428334,2.13
2019-09-12,4796.221,256.759,93.2,428334,2.13
2019-09-13,4796.221,256.759,93.2,428334,2.14
2019-09-16,4796.221,256.759,93.2,428334,2.25
2019-09-17,4796.221,256.759,93.2,428334,2.30
2019-09-18,4796.221,256.759,93.2,428334,2.25
2019-09-19,4796.221,256.759,93.2,428334,1.90
2019-09-20,4796.221,256.759,93.2,428334,1.90
2019-09-23,4796.221,256.759,93.2,428334,1.90
2019-09-24,4796.221,256.759,93.2,428334,1.90
2019-09-25,4796.221,256.759,93.2,428334,1.90
2019-09-26,4796.221,256.759,93.2,428334,1.85
2019-09-27,4796.221,256.759,93.2,428334,1.83
2019-09-30,4796.221,256.759,93.2,428334,1.90
2019-10-01,4901.993,257.346,95.5,455035,1.88
2019-10-02,4901.993,257.346,95.5,455035,1.85
2019-10-03,4901.993,257.346,95.5,455035,1.83
2019-10-04,4901.993,257.346,95.5,455035,1.82
2019-10-07,4901.993,257.346,95.5,455035,1.82
2019-10-08,4901.993,257.346,95.5,455035,1.82
2019-10-09,4901.993,257.346,95.5,455035,1.82
2019-10-10,4901.993,257.346,95.5,455035,1.82
2019-10-11,4901.993,257.346,95.5,455035,1.82
2019-10-14,4901.993,257.346,95.5,455035,1.82
2019-10-15,4901.993,257.346,95.5,455035,1.90
2019-10-16,4901.993,257.346,95.5,455035,1.90
2019-10-17,4901.993,257.346,95.5,455035,1.85
2019-10-18,4901.993,257.346,95.5,455035,1.85
2019-10-21,4901.993,257.346,95.5,455035,1.85
2019-10-22,4901.993,257.346,95.5,455035,1.85
2019-10-23,4901.993,257.346,95.5,455035,1.85
2019-10-24,4901.993,257.346,95.5,455035,1.85
2019-10-25,4901.993,257.346,95.5,455035,1.83
2019-10-28,4901.993,257.346,95.5,455035,1.83
2019-10-29,4901.993,257.346,95.5,455035,1.82
2019-10-30,4901.993,257.346,95.5,455035,1.82
2019-10-31,4901.993,257.346,95.5,455035,1.58
2019-11-01,4901.993,257.208,96.8,467311,1.57
2019-11-04,4901.993,257.208,96.8,467311,1.56
2019-11-05,4901.993,257.208,96.8,467311,1.56
2019-11-06,4901.993,257.208,96.8,467311,1.55
2019-11-07,4901.993,257.208,96.8,467311,1.55
2019-11-08,4901.993,257.208,96.8,467311,1.55
2019-11-11,4901.993,257.208,96.8,467311,1.55
2019-11-12,4901.993,257.208,96.8,467311,1.55
2019-11-13,4901.993,257.208,96.8,467311,1.55
2019-11-14,4901.993,257.208,96.8,467311,1.55
2019-11-15,4901.993,257.208,96.8,467311,1.55
2019-11-18,4901.993,257.208,96.8,467311,1.55
2019-11-19,4901.993,257.208,96.8,467311,1.55
2019-11-20,4901.993,257.208,96.8,467311,1.55
2019-11-21,4901.993,257.208,96.8,467311,1.55
2019-11-22,4901.993,257.208,96.8,467311,1.55
2019-11-25,4901.993,257.208,96.8,467311,1.55
2019-11-26,4901.993,257.208,96.8,467311,1.55
2019-11-27,4901.993,257.208,96.8,467311,1.55
2019-11-28,4901.993,257.208,96.8,467311,1.55
2019-11-29,4901.993,257.208,96.8,467311,1.56
2019-12-02,4901.993,256.974,99.3,518979,1.56
2019-12-03,4901.993,256.974,99.3,518979,1.55
2019-12-04,4901.993,256.974,99.3,518979,1.55
2019-12-05,4901.993,256.974,99.3,518979,1.55
2019-12-06,4901.993,256.974,99.3,518979,1.55
2019-12-09,4901.993,256.974,99.3,518979,1.55
2019-12-10,4901.993,256.974,99.3,518979,1.55
2019-12-11,4901.993,256.974,99.3,518979,1.55
2019-12-12,4901.993,256.974,99.3,518979,1.55
2019-12-13,4901.993,256.974,99.3,518979,1.55
2019-12-16,4901.993,256.974,99.3,518979,1.56
2019-12-17,4901.993,256.974,99.3,518979,1.55
2019-12-18,4901.993,256.974,99.3,518979,1.55
2019-12-19,4901.993,256.974,99.3,518979,1.55
2019-12-20,4901.993,256.974,99.3,518979,1.55
2019-12-23,4901.993,256.974,99.3,518979,1.55
2019-12-24,4901.993,256.974,99.3,518979,1.55
2019-12-25,4901.993,256.974,99.3,518979,1.55
2019-12-26,4901.993,256.974,99.3,518979,1.55
2019-12-27,4901.993,256.974,99.3,518979,1.55
2019-12-30,4901.993,256.974,99.3,518979,1.55
2019-12-31,4901.993,256.974,99.3,518979,1.55
2020-01-01,4628.46,257.971,99.8,416285,1.55
2020-01-02,4628.46,257.971,99.8,416285,1.55
2020-01-03,4628.46,257.971,99.8,416285,1.55
2020-01-06,4628.46,257.971,99.8,416285,1.55
2020-01-07,4628.46,257.971,99.8,416285,1.55
2020-01-08,4628.46,257.971,99.8,416285,1.55
2020-01-09,4628.46,257.971,99.8,416285,1.55
2020-01-10,4628.46,257.971,99.8,416285,1.54
2020-01-13,4628.46,257.971,99.8,416285,1.54
2020-01-14,4628.46,257.971,99.8,416285,1.54
2020-01-15,4628.46,257.971,99.8,416285,1.54
2020-01-16,4628.46,257.971,99.8,416285,1.54
2020-01-17,4628.46,257.971,99.8,416285,1.55
2020-01-20,4628.46,257.971,99.8,416285,1.55
2020-01-21,4628.46,257.971,99.8,416285,1.55
2020-01-22,4628.46,257.971,99.8,416285,1.55
2020-01-23,4628.46,257.971,99.8,416285,1.55
2020-01-24,4628.46,257.971,99.8,416285,1.55
2020-01-27,4628.46,257.971,99.8,416285,1.55
2020-01-28,4628.46,257.971,99.8,416285,1.55
2020-01-29,4628.46,257.971,99.8,416285,1.55
2020-01-30,4628.46,257.971,99.8,416285,1.60
2020-01-31,4628.46,257.971,99.8,416285,1.59
2020-02-03,4628.46,258.678,101,413203,1.59
2020-02-04,4628.46,258.678,101,413203,1.59
2020-02-05,4628.46,258.678,101,413203,1.59
2020-02-06,4628.46,258.678,101,413203,1.59
2020-02-07,4628.46,258.678,101,413203,1.58
2020-02-10,4628.46,258.678,101,413203,1.58
2020-02-11,4628.46,258.678,101,413203,1.58
2020-02-12,4628.46,258.678,101,413203,1.58
2020-02-13,4628.46,258.678,101,413203,1.58
2020-02-14,4628.46,258.678,101,413203,1.58
2020-02-17,4628.46,258.678,101,413203,1.58
2020-02-18,4628.46,258.678,101,413203,1.59
2020-02-19,4628.46,258.678,101,413203,1.59
2020-02-20,4628.46,258.678,101,413203,1.59
2020-02-21,4628.46,258.678,101,413203,1.58
2020-02-24,4628.46,258.678,101,413203,1.58
2020-02-25,4628.46,258.678,101,413203,1.58
2020-02-26,4628.46,258.678,101,413203,1.58
2020-02-27,4628.46,258.678,101,413203,1.58
2020-02-28,4628.46,258.678,101,413203,1.58
2020-03-02,4628.46,258.115,89.1,428285,1.59
2020-03-03,4628.46,258.115,89.1,428285,1.59
2020-03-04,4628.46,258.115,89.1,428285,1.09
2020-03-05,4628.46,258.115,89.1,428285,1.09
2020-03-06,4628.46,258.115,89.1,428285,1.09
2020-03-09,4628.46,258.115,89.1,428285,1.09
2020-03-10,4628.46,258.115,89.1,428285,1.09
2020-03-11,4628.46,258.115,89.1,428285,1.09
2020-03-12,4628.46,258.115,89.1,428285,1.10
2020-03-13,4628.46,258.115,89.1,428285,1.10
2020-03-16,4628.46,258.115,89.1,428285,0.25
2020-03-17,4628.46,258.115,89.1,428285,0.25
2020-03-18,4628.46,258.115,89.1,428285,0.25
2020-03-19,4628.46,258.115,89.1,428285,0.20
2020-03-20,4628.46,258.115,89.1,428285,0.15
2020-03-23,4628.46,258.115,89.1,428285,0.15
2020-03-24,4628.46,258.115,89.1,428285,0.12
2020-03-25,4628.46,258.115,89.1,428285,0.10
2020-03-26,4628.46,258.115,89.1,428285,0.10
2020-03-27,4628.46,258.115,89.1,428285,0.10
2020-03-30,4628.46,258.115,89.1,428285,0.09
2020-03-31,4628.46,258.115,89.1,428285,0.08
2020-04-01,4335.915,256.389,71.8,375242,0.06
2020-04-02,4335.915,256.389,71.8,375242,0.05
2020-04-03,4335.915,256.389,71.8,375242,0.05
2020-04-06,4335.915,256.389,71.8,375242,0.05
2020-04-07,4335.915,256.389,71.8,375242,0.05
2020-04-08,4335.915,256.389,71.8,375242,0.05
2020-04-09,4335.915,256.389,71.8,375242,0.05
2020-04-10,4335.915,256.389,71.8,375242,0.05
2020-04-13,4335.915,256.389,71.8,375242,0.05
2020-04-14,4335.915,256.389,71.8,375242,0.05
2020-04-15,4335.915,256.389,71.8,375242,0.05
2020-04-16,4335.915,256.389,71.8,375242,0.05
2020-04-17,4335.915,256.389,71.8,375242,0.05
2020-04-20,4335.915,256.389,71.8,375242,0.05
2020-04-21,4335.915,256.389,71.8,375242,0.05
2020-04-22,4335.915,256.389,71.8,375242,0.05
2020-04-23,4335.915,256.389,71.8,375242,0.04
2020-04-24,4335.915,256.389,71.8,375242,0.05
2020-04-27,4335.915,256.389,71.8,375242,0.04
2020-04-28,4335.915,256.389,71.8,375242,0.04
2020-04-29,4335.915,256.389,71.8,375242,0.04
2020-04-30,4335.915,256.389,71.8,375242,0.05
2020-05-01,4335.915,256.394,72.3,460253,0.05
2020-05-04,4335.915,256.394,72.3,460253,0.05
2020-05-05,4335.915,256.394,72.3,460253,0.05
2020-05-06,4335.915,256.394,72.3,460253,0.05
2020-05-07,4335.915,256.394,72.3,460253,0.05
2020-05-08,4335.915,256.394,72.3,460253,0.05
2020-05-11,4335.915,256.394,72.3,460253,0.05
2020-05-12,4335.915,256.394,72.3,460253,0.05
2020-05-13,4335.915,256.394,72.3,460253,0.05
2020-05-14,4335.915,256.394,72.3,460253,0.05
2020-05-15,4335.915,256.394,72.3,460253,0.05
2020-05-18,4335.915,256.394,72.3,460253,0.05
2020-05-19,4335.915,256.394,72.3,460253,0.05
2020-05-20,4335.915,256.394,72.3,460253,0.05
2020-05-21,4335.915,256.394,72.3,460253,0.05
2020-05-22,4335.915,256.394,72.3,460253,0.05
2020-05-25,4335.915,256.394,72.3,460253,0.05
2020-05-26,4335.915,256.394,72.3,460253,0.05
2020-05-27,4335.915,256.394,72.3,460253,0.05
2020-05-28,4335.915,256.394,72.3,460253,0.05
2020-05-29,4335.915,256.394,72.3,460253,0.05
2020-06-01,4335.915,257.797,78.1,478667,0.05
2020-06-02,4335.915,257.797,78.1,478667,0.06
2020-06-03,4335.915,257.797,78.1,478667,0.06
2020-06-04,4335.915,257.797,78.1,478667,0.06
2020-06-05,4335.915,257.797,78.1,478667,0.07
2020-06-08,4335.915,257.797,78.1,478667,0.07
2020-06-09,4335.915,257.797,78.1,478667,0.07
2020-06-10,4335.915,257.797,78.1,478667,0.08
2020-06-11,4335.915,257.797,78.1,478667,0.08
2020-06-12,4335.915,257.797,78.1,478667,0.08
2020-06-15,4335.915,257.797,78.1,478667,0.09
2020-06-16,4335.915,257.797,78.1,478667,0.09
2020-06-17,4335.915,257.797,78.1,478667,0.09
2020-06-18,4335.915,257.797,78.1,478667,0.09
2020-06-19,4335.915,257.797,78.1,478667,0.09
2020-06-22,4335.915,257.797,78.1,478667,0.08
2020-06-23,4335.915,257.797,78.1,478667,0.08
2020-06-24,4335.915,257.797,78.1,478667,0.08
2020-06-25,4335.915,257.797,78.1,478667,0.08
2020-06-26,4335.915,257.797,78.1,478667,0.08
2020-06-29,4335.915,257.797,78.1,478667,0.08
2020-06-30,4335.915,257.797,78.1,478667,0.08
2020-07-01,4701.108,259.101,72.5,492259,0.08
2020-07-02,4701.108,259.101,72.5,492259,0.09
2020-07-03,4701.108,259.101,72.5,492259,0.09
2020-07-06,4701.108,259.101,72.5,492259,0.09
2020-07-07,4701.108,259.101,72.5,492259,0.09
2020-07-08,4701.108,259.101,72.5,492259,0.09
2020-07-09,4701.108,259.101,72.5,492259,0.09
2020-07-10,4701.108,259.101,72.5,492259,0.09
2020-07-13,4701.108,259.101,72.5,492259,0.09
2020-07-14,4701.108,259.101,72.5,492259,0.09
2020-07-15,4701.108,259.101,72.5,492259,0.10
2020-07-16,4701.108,259.101,72.5,492259,0.10
2020-07-17,4701.108,259.101,72.5,492259,0.09
2020-07-20,4701.108,259.101,72.5,492259,0.10
2020-07-21,4701.108,259.101,72.5,492259,0.10
2020-07-22,4701.108,259.101,72.5,492259,0.09
2020-07-23,4701.108,259.101,72.5,492259,0.09
2020-07-24,4701.108,259.101,72.5,492259,0.09
2020-07-27,4701.108,259.101,72.5,492259,0.10
2020-07-28,4701.108,259.101,72.5,492259,0.10
2020-07-29,4701.108,259.101,72.5,492259,0.10
2020-07-30,4701.108,259.101,72.5,492259,0.10
2020-07-31,4701.108,259.101,72.5,492259,0.10
2020-08-03,4701.108,259.918,74.1,487134,0.10
2020-08-04,4701.108,259.918,74.1,487134,0.10
2020-08-05,4701.108,259.918,74.1,487134,0.10
2020-08-06,4701.108,259.918,74.1,487134,0.10
2020-08-07,4701.108,259.918,74.1,487134,0.10
2020-08-10,4701.108,259.918,74.1,487134,0.10
2020-08-11,4701.108,259.918,74.1,487134,0.10
2020-08-12,4701.108,259.918,74.1,487134,0.10
2020-08-13,4701.108,259.918,74.1,487134,0.10
2020-08-14,4701.108,259.918,74.1,487134,0.10
2020-08-17,4701.108,259.918,74.1,487134,0.10
2020-08-18,4701.108,259.918,74.1,487134,0.09
2020-08-19,4701.108,259.918,74.1,487134,0.09
2020-08-20,4701.108,259.918,74.1,487134,0.09
2020-08-21,4701.108,259.918,74.1,487134,0.09
2020-08-24,4701.108,259.918,74.1,487134,0.09
2020-08-25,4701.108,259.918,74.1,487134,0.09
2020-08-26,4701.108,259.918,74.1,487134,0.09
2020-08-27,4701.108,259.918,74.1,487134,0.08
2020-08-28,4701.108,259.918,74.1,487134,0.09
2020-08-31,4701.108,259.918,74.1,487134,0.09
2020-09-01,4701.108,260.280,80.4,474284,0.09
2020-09-02,4701.108,260.280,80.4,474284,0.09
2020-09-03,4701.108,260.280,80.4,474284,0.09
2020-09-04,4701.108,260.280,80.4,474284,0.09
2020-09-07,4701.108,260.280,80.4,474284,0.09
2020-09-08,4701.108,260.280,80.4,474284,0.09
2020-09-09,4701.108,260.280,80.4,474284,0.09
2020-09-10,4701.108,260.280,80.4,474284,0.09
2020-09-11,4701.108,260.280,80.4,474284,0.09
2020-09-14,4701.108,260.280,80.4,474284,0.09
